date,station_id,station_name,day_of_week,week_of_year,month,quarter,season,is_weekend,is_holiday,holiday_name,temperature,weather_condition,precipitation_mm,price_AI92,price_AI95,price_DT,price_DT_bio,price_AI100_bio,competitor_price_AI92,competitor_price_AI95,competitor_price_DT,competitor_price_AI92_brend,competitor_price_AI95_brend,competitor_price_DT_brend,competitor_price_AI100,sales_AI92,sales_AI95,sales_DT,sales_DT_bio,sales_AI100_bio,total_fuel_sales,promotion_fuel_active,promotion_shop_active,promotion_cafe_active,corporate_customer_ratio,customer_loyalty_score,shop_напитки_безалкогольные,shop_кондитерка_снеки,shop_мороженое,shop_автотовары,shop_кафе_вся_еда,shop_кофе_все_горячие_напитки,shop_табак,traffic_Passengers_cars_1_poputn,traffic_Passengers_cars_2_poputn,traffic_Truck_short_1_poputn,traffic_Truck_short_2_poputn,traffic_Truck_1_poputn,traffic_Truck_2_poputn,traffic_Truck_long_1_poputn,traffic_Truck_long_2_poputn,traffic_Transporter_1_poputn,traffic_Transporter_2_poputn,traffic_scorost_1_poputn,traffic_scorost_2_poputn,traffic_plotnost_1_poputn,traffic_plotnost_2_poputn,traffic_intensiv_priv_1_poputn,traffic_intensiv_priv_2_poputn,traffic_intensiv_fiz_1_poputn,traffic_intensiv_fiz_2_poputn,traffic_uroven_jbslugi_1_poputn,traffic_uroven_jbslugi_2_poputn,traffic_Passengers_cars_1_wstrechn,traffic_Passengers_cars_2_wstrechn,traffic_Truck_short_1_wstrechn,traffic_Truck_short_2_wstrechn,traffic_Truck_1_wstrechn,traffic_Truck_2_wstrechn,traffic_Truck_long_1_wstrechn,traffic_Truck_long_2_wstrechn,traffic_Transporter_1_wstrechn,traffic_Transporter_2_wstrechn,traffic_scorost_1_wstrechn,traffic_scorost_2_wstrechn,traffic_plotnost_1_wstrechn,traffic_plotnost_2_wstrechn,traffic_intensiv_priv_1_wstrechn,traffic_intensiv_priv_2_wstrechn,traffic_intensiv_fiz_1_wstrechn,traffic_intensiv_fiz_2_wstrechn,traffic_uroven_jbslugi_1_wstrechn,traffic_uroven_jbslugi_2_wstrechn,traffic_Undefined_1_poputn,traffic_Undefined_2_poputn,traffic_Undefined_1_wstrechn,traffic_Undefined_2_wstrechn
2025-08-15,Запад-МФ-69172,АЗС 172,4,33,8,3,summer,0,0,,21.5,0,0.0,64.41,71.82,75.24,83.97,99.32,65.11,72.6,76.06,0,0,0,0,8876,7427,10031,1041,1621,28996,0,0,0,0.6258,0.8822,11760.66,9408.52,3528.2,8467.67,14112.79,18817.05,23521.31,1612,14514,241,2176,403,3627,120,1088,40,362,47.4,47.4,4.67,42.01,22.17,199.57,20.16,181.42,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-08-16,Запад-МФ-69172,АЗС 172,5,33,8,3,summer,1,0,,17.7,0,0.0,64.69,71.66,76.31,84.69,100.21,64.06,70.97,75.57,0,0,0,0,6252,6626,7804,933,610,22225,0,0,1,0.7626,0.6796,11830.06,9464.04,3549.02,8517.64,17035.28,18928.09,23660.11,1285,11571,134,1214,224,2024,67,607,22,202,59.9,59.9,2.71,24.35,16.23,146.08,15.11,135.95,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-08-17,Запад-МФ-69172,АЗС 172,6,33,8,3,summer,1,0,,18.2,0,0.0,64.7,71.68,76.32,84.71,100.23,64.31,71.25,75.86,0,0,0,0,6550,5920,8126,525,2511,23632,0,0,0,0.6657,0.7742,11260.11,9008.09,3378.03,8107.28,13512.13,18016.18,22520.22,1257,11314,132,1188,220,1980,66,594,22,198,63.9,63.9,2.48,22.32,15.87,142.85,14.77,132.95,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-08-18,Запад-МФ-69172,АЗС 172,0,34,8,3,summer,0,0,,20.4,0,0.0,64.71,71.69,76.34,84.73,100.25,64.21,71.14,75.75,0,0,0,0,7053,7378,9098,948,1554,26031,0,0,0,0.5698,0.7813,9518.76,7615.01,2855.63,6853.51,11422.51,15230.01,19037.52,1518,13669,227,2050,379,3417,113,1025,37,341,56.0,56.0,3.72,33.51,20.88,187.96,18.98,170.87,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-08-19,Запад-МФ-69172,АЗС 172,1,34,8,3,summer,0,0,,23.5,1,0.2,64.73,71.71,76.36,84.75,100.27,64.26,71.18,75.8,0,0,0,0,9121,6583,9844,905,2347,28800,0,0,1,0.6951,0.6022,14394.39,11515.52,4318.32,10363.96,20727.93,23031.03,28788.79,1343,12091,201,1813,335,3022,100,906,33,302,54.3,54.3,3.4,30.56,18.47,166.25,16.79,151.14,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-08-20,Запад-МФ-69172,АЗС 172,2,34,8,3,summer,0,0,,16.2,0,0.0,64.74,71.72,76.37,84.76,100.29,64.97,71.98,76.64,0,0,0,0,7597,8369,10340,554,1131,27991,0,0,0,0.5899,0.8987,8042.41,6433.93,2412.72,5790.53,9650.89,12867.85,16084.81,1621,14594,243,2188,405,3648,121,1094,40,364,48.2,48.2,4.62,41.54,22.3,200.67,20.27,182.43,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-08-21,Запад-МФ-69172,АЗС 172,3,34,8,3,summer,0,0,,9.5,0,0.0,64.75,71.74,76.39,84.78,100.31,65.88,72.99,77.73,0,0,0,0,10389,7441,8238,893,1419,28380,0,0,0,0.5114,0.6297,9957.12,7965.7,2987.14,7169.13,11948.54,15931.39,19914.24,1383,12453,207,1867,345,3113,103,933,34,311,55.1,55.1,3.45,31.02,19.03,171.22,17.3,155.66,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-08-22,Запад-МФ-69172,АЗС 172,4,34,8,3,summer,0,0,,24.3,0,0.0,65.23,71.64,75.91,86.21,99.48,65.25,71.67,75.94,0,0,0,0,8567,6727,10778,766,2080,28918,0,0,0,0.593,0.6636,10322.01,8257.61,3096.6,7431.85,12386.42,16515.22,20644.03,1533,13805,229,2070,383,3450,114,1035,38,345,47.8,47.8,4.4,39.63,21.09,189.81,19.17,172.56,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-08-23,Запад-МФ-69172,АЗС 172,5,34,8,3,summer,1,0,,15.6,0,0.0,64.63,70.75,74.98,85.98,99.77,64.91,71.06,75.31,0,0,0,0,7059,5455,9331,1292,905,24042,0,0,0,0.7506,0.8723,11914.84,9531.87,3574.45,8578.68,14297.81,19063.74,23829.68,1230,11070,129,1161,215,1936,64,580,21,193,60.5,60.5,2.56,23.06,15.53,139.75,14.45,130.07,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-08-24,Запад-МФ-69172,АЗС 172,6,34,8,3,summer,1,0,,19.6,0,3.3,64.64,70.76,75.0,85.99,99.79,64.72,70.85,75.09,0,0,0,0,7650,6435,8088,857,1657,24687,0,1,0,0.5124,0.6448,11565.46,9252.37,3469.64,8327.13,13878.55,18504.74,23130.92,1143,10289,120,1080,200,1800,60,540,20,180,70.0,70.0,2.06,18.53,14.43,129.9,13.43,120.9,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-08-25,Запад-МФ-69172,АЗС 172,0,35,8,3,summer,0,0,,14.9,0,0.0,64.96,70.79,75.43,86.18,99.16,65.46,71.33,76.01,0,0,0,0,8302,7123,10287,1645,3120,30477,0,0,0,0.6912,0.816,11965.65,9572.52,3589.69,8615.27,14358.78,19145.04,23931.3,1350,12150,202,1822,337,3037,101,911,33,303,47.8,47.8,3.88,34.88,18.56,167.06,16.88,151.88,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-08-26,Запад-МФ-69172,АЗС 172,1,35,8,3,summer,0,0,,15.6,0,0.0,64.97,70.81,75.45,86.2,99.18,64.14,69.91,74.49,0,0,0,0,8476,6763,10089,650,1347,27325,0,0,0,0.7165,0.8851,7518.32,6014.65,2255.5,5413.19,9021.98,12029.31,15036.64,1536,13826,230,2073,384,3456,115,1036,38,345,53.7,53.7,3.93,35.33,21.12,190.11,19.2,172.83,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-08-27,Запад-МФ-69172,АЗС 172,2,35,8,3,summer,0,0,,20.3,0,0.0,64.99,70.82,75.46,86.21,99.2,65.78,71.68,76.37,0,0,0,0,9160,7470,7372,404,1874,26280,0,0,0,0.6894,0.6507,8259.38,6607.51,2477.82,5946.76,9911.26,13215.02,16518.77,1435,12915,214,1936,358,3228,107,968,35,322,53.6,53.6,3.67,33.07,19.73,177.58,17.94,161.44,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-08-28,Запад-МФ-69172,АЗС 172,3,35,8,3,summer,0,0,,16.8,0,0.8,65.0,70.83,75.48,86.23,99.22,64.51,70.3,74.91,0,0,0,0,8478,6870,8850,1305,1345,26848,0,0,0,0.7472,0.6615,9997.65,7998.12,2999.29,7198.31,11997.18,15996.23,19995.29,1145,10310,171,1546,286,2577,85,773,28,257,61.3,61.3,2.56,23.09,15.75,141.77,14.32,128.88,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-08-29,Запад-МФ-69172,АЗС 172,4,35,8,3,summer,0,0,,19.2,0,0.0,65.01,70.85,75.49,86.25,99.24,65.42,71.29,75.96,0,0,0,0,8042,6900,9815,963,1735,27455,0,0,0,0.6039,0.8016,12548.87,10039.1,3764.66,9035.19,15058.65,20078.2,25097.75,1399,12597,209,1889,349,3149,104,944,34,314,54.9,54.9,3.5,31.49,19.25,173.21,17.5,157.46,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-08-30,Запад-МФ-69172,АЗС 172,5,35,8,3,summer,1,0,,19.9,0,0.0,64.48,69.84,75.7,87.65,99.06,63.91,69.22,75.03,0,0,0,0,6851,7302,7537,688,1510,23888,0,0,0,0.6743,0.6151,12598.87,10079.1,3779.66,9071.19,15118.65,20158.2,25197.75,1320,11881,138,1247,231,2079,69,623,23,207,61.8,61.8,2.69,24.24,16.67,150.0,15.51,139.61,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-08-31,Запад-МФ-69172,АЗС 172,6,35,8,3,summer,1,0,,16.0,0,0.0,64.5,69.85,75.71,87.67,99.09,64.77,70.14,76.02,0,0,0,0,6924,5337,8564,847,1415,23087,0,0,0,0.7482,0.6956,11335.19,9068.15,3400.56,8161.34,13602.23,18136.3,22670.38,1206,10862,126,1140,211,1900,63,570,21,190,58.3,58.3,2.61,23.48,15.24,137.13,14.18,127.63,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-01,Запад-МФ-69172,АЗС 172,0,36,9,3,autumn,0,0,,8.0,0,7.0,64.79,70.27,76.19,87.03,98.7,65.08,70.58,76.53,0,0,0,0,7563,6671,8956,770,925,24885,0,0,0,0.4624,0.6271,7465.22,5972.18,746.52,5374.96,8958.27,11944.35,14930.44,883,7949,132,1192,220,1987,66,596,22,198,72.2,72.2,1.68,15.12,12.15,109.31,11.04,99.37,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-02,Запад-МФ-69172,АЗС 172,1,36,9,3,autumn,0,0,,6.9,0,1.4,63.71,69.5,76.72,87.58,98.33,63.06,68.79,75.94,0,0,0,0,7604,7182,8062,527,1531,24906,0,0,0,0.5375,0.6523,10351.07,8280.85,1035.11,7452.77,12421.28,16561.71,20702.13,1076,9690,161,1452,269,2421,80,726,26,242,62.2,62.2,2.38,21.38,14.8,133.23,13.46,121.12,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-03,Запад-МФ-69172,АЗС 172,2,36,9,3,autumn,0,0,,15.2,0,0.0,63.72,69.52,76.74,87.6,98.35,63.48,69.26,76.45,0,0,0,0,7573,7511,9044,768,1048,25944,0,0,0,0.5787,0.799,7741.57,6193.26,774.16,5573.93,9289.88,12386.51,15483.14,1399,12596,209,1889,349,3149,104,944,34,314,56.2,56.2,3.42,30.76,19.24,173.2,17.5,157.45,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-04,Запад-МФ-69172,АЗС 172,3,36,9,3,autumn,0,0,,10.6,0,3.8,64.08,69.8,76.75,87.36,97.79,63.19,68.83,75.68,0,0,0,0,7980,5730,9359,1223,1075,25367,0,0,0,0.6197,0.8603,12361.34,9889.07,1236.13,8900.16,14833.61,19778.14,24722.68,1354,12186,202,1827,338,3046,101,913,33,304,62.7,62.7,2.96,26.68,18.62,167.56,16.93,152.33,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-05,Запад-МФ-69172,АЗС 172,4,36,9,3,autumn,0,0,,11.8,0,0.0,64.43,69.73,77.38,87.03,97.49,64.97,70.31,78.02,0,0,0,0,7885,6121,7827,118,976,22927,0,0,0,0.7497,0.8012,12973.13,10378.5,1297.31,9340.65,15567.75,20757.01,25946.26,1226,11039,183,1655,306,2759,91,827,30,275,58.4,58.4,2.88,25.95,16.87,151.78,15.33,137.99,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-06,Запад-МФ-69172,АЗС 172,5,36,9,3,autumn,1,0,,9.2,0,0.0,64.44,69.74,77.4,87.05,97.51,63.82,69.07,76.66,0,0,0,0,6103,5381,9890,1174,761,23309,0,0,0,0.6262,0.6729,14469.05,11575.24,1446.9,10417.72,17362.86,23150.48,28938.1,1280,11525,134,1209,224,2016,67,604,22,201,63.9,63.9,2.53,22.73,16.17,145.51,15.05,135.42,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-07,Запад-МФ-69172,АЗС 172,6,36,9,3,autumn,1,0,,9.9,0,1.2,64.46,69.76,77.41,87.07,97.53,64.8,70.12,77.81,0,0,0,0,6706,5856,6642,635,2064,21903,1,0,0,0.523,0.6195,8101.46,6481.16,810.15,5833.05,9721.75,12962.33,16202.91,1159,10431,121,1095,202,1825,60,547,20,182,59.6,59.6,2.45,22.06,14.63,131.7,13.62,122.57,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-08,Запад-МФ-69172,АЗС 172,0,37,9,3,autumn,0,0,,11.4,0,0.0,64.47,69.77,77.43,87.09,97.55,63.29,68.5,76.02,0,0,0,0,6210,6859,9540,1099,1216,24924,0,0,0,0.6535,0.7802,10720.3,8576.24,1072.03,7718.61,12864.36,17152.48,21440.6,1325,11930,198,1789,331,2982,99,894,33,298,57.2,57.2,3.18,28.63,18.23,164.04,16.57,149.13,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-09,Запад-МФ-69172,АЗС 172,1,37,9,3,autumn,0,0,,12.1,0,0.0,64.48,69.78,77.45,87.11,97.57,65.07,70.42,78.16,0,0,0,0,7833,6020,8711,1265,999,24828,0,0,0,0.5384,0.8053,11148.62,8918.89,1114.86,8027.0,13378.34,17837.79,22297.23,1446,13021,216,1953,361,3255,108,976,36,325,51.8,51.8,3.83,34.5,19.89,179.05,18.09,162.76,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-10,Запад-МФ-69172,АЗС 172,2,37,9,3,autumn,0,0,,12.9,0,0.0,64.29,70.32,77.56,85.4,98.51,64.04,70.05,77.26,0,0,0,0,5776,5742,8707,929,1554,22708,0,0,0,0.7298,0.8164,11242.18,8993.75,1124.22,8094.37,13490.62,17987.5,22484.37,1047,9427,156,1413,261,2356,78,706,26,235,62.7,62.7,2.29,20.64,14.4,129.62,13.09,117.84,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-11,Запад-МФ-69172,АЗС 172,3,37,9,3,autumn,0,0,,16.6,0,0.0,64.3,70.33,77.58,85.41,98.53,64.35,70.39,77.65,0,0,0,0,7201,6290,9073,918,853,24335,0,0,0,0.6074,0.7846,9150.42,7320.34,915.04,6588.3,10980.51,14640.68,18300.84,991,8927,148,1338,247,2231,74,669,24,223,66.2,66.2,2.06,18.51,13.64,122.74,12.4,111.58,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-12,Запад-МФ-69172,АЗС 172,4,37,9,3,autumn,0,0,,10.5,0,0.0,64.31,70.35,77.6,85.43,98.55,64.24,70.28,77.52,0,0,0,0,7712,6171,8623,688,1825,25019,0,0,0,0.7106,0.7585,12493.17,9994.54,1249.32,8995.08,14991.8,19989.07,24986.34,1237,11137,185,1669,309,2783,92,834,30,278,59.8,59.8,2.84,25.57,17.02,153.14,15.47,139.21,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-13,Запад-МФ-69172,АЗС 172,5,37,9,3,autumn,1,0,,12.7,0,0.0,64.33,70.36,77.61,85.45,98.57,63.69,69.66,76.84,0,0,0,0,5308,4513,7919,1159,723,19622,0,0,0,0.6422,0.7423,11555.17,9244.14,1155.52,8319.73,13866.21,18488.28,23110.35,1149,10346,120,1085,201,1809,60,542,20,180,63.8,63.8,2.27,20.44,14.51,130.61,13.51,121.56,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-14,Запад-МФ-69172,АЗС 172,6,37,9,3,autumn,1,0,,13.8,0,0.0,64.34,70.37,77.63,85.47,98.59,64.77,70.84,78.15,0,0,0,0,6391,5827,7325,1047,1482,22072,0,0,0,0.5819,0.62,8968.14,7174.51,896.81,6457.06,10761.77,14349.02,17936.28,1043,9391,109,985,182,1643,54,492,18,164,66.7,66.7,1.97,17.75,13.17,118.57,12.26,110.35,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-15,Запад-МФ-69172,АЗС 172,0,38,9,3,autumn,0,0,,10.7,0,0.0,64.35,70.39,77.64,85.48,98.61,65.03,71.13,78.46,0,0,0,0,7079,7231,7323,824,1325,23782,0,0,0,0.7626,0.7757,10346.45,8277.16,1034.64,7449.44,12415.74,16554.31,20692.89,1295,11661,193,1749,323,2915,96,874,32,291,54.5,54.5,3.26,29.37,17.82,160.34,16.2,145.76,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-16,Запад-МФ-69172,АЗС 172,1,38,9,3,autumn,0,0,,9.4,0,2.8,64.37,70.4,77.66,85.5,98.63,65.27,71.39,78.75,0,0,0,0,7378,5745,8160,572,1724,23579,0,0,0,0.7172,0.6812,9625.68,7700.54,962.57,6930.49,11550.82,15401.09,19251.36,1108,9972,166,1495,277,2493,83,747,27,249,59.0,59.0,2.58,23.2,15.23,137.12,13.85,124.65,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-17,Запад-МФ-69172,АЗС 172,2,38,9,3,autumn,0,0,,15.1,0,0.0,64.38,70.42,77.68,85.52,98.65,63.12,69.04,76.16,0,0,0,0,6455,7671,7879,778,1716,24499,0,0,0,0.7143,0.6756,12100.58,9680.46,1210.06,8712.42,14520.7,19360.93,24201.16,1155,10401,172,1560,288,2600,86,780,28,260,62.1,62.1,2.56,23.0,15.89,143.02,14.45,130.01,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-18,Запад-МФ-69172,АЗС 172,3,38,9,3,autumn,0,0,,12.4,0,0.0,64.39,70.43,77.69,85.54,98.67,64.89,70.97,78.29,0,0,0,0,6413,6616,8686,587,1232,23534,0,0,0,0.6593,0.7114,10654.98,8523.98,1065.5,7671.58,12785.97,17047.96,21309.95,1339,12051,200,1807,334,3012,100,903,33,301,55.4,55.4,3.32,29.85,18.41,165.71,16.74,150.64,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-19,Запад-МФ-69172,АЗС 172,4,38,9,3,autumn,0,0,,17.4,0,1.0,64.41,70.45,77.71,85.56,98.69,64.42,70.46,77.72,0,0,0,0,7452,6253,9108,1412,852,25077,0,0,0,0.6809,0.6256,11066.07,8852.86,1106.61,7967.57,13279.29,17705.72,22132.15,1358,12225,203,1833,339,3056,101,916,33,305,56.9,56.9,3.28,29.49,18.68,168.1,16.98,152.82,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-20,Запад-МФ-69172,АЗС 172,5,38,9,3,autumn,1,0,,16.7,0,0.0,64.42,70.46,77.72,85.57,98.71,64.22,70.24,77.48,0,0,0,0,6592,5466,7543,903,915,21419,0,0,0,0.7561,0.7717,9322.3,7457.84,932.23,6712.05,11186.75,14915.67,18644.59,1047,9427,109,989,183,1649,54,494,18,164,67.9,67.9,1.95,17.5,13.23,119.03,12.31,110.77,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-21,Запад-МФ-69172,АЗС 172,6,38,9,3,autumn,1,0,,6.1,0,0.0,64.43,70.48,77.74,85.59,98.73,63.95,69.95,77.16,0,0,0,0,5656,5828,6950,513,798,19745,0,0,0,0.6682,0.7966,7267.43,5813.95,726.74,5232.55,8720.92,11627.89,14534.86,997,8975,104,942,174,1570,52,471,17,157,71.3,71.3,1.76,15.87,12.59,113.32,11.72,105.46,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-22,Запад-МФ-69172,АЗС 172,0,39,9,3,autumn,0,0,,13.5,0,0.0,64.45,70.49,77.76,85.61,98.75,64.21,70.22,77.47,0,0,0,0,7611,5850,8838,1243,1901,25443,0,0,0,0.7582,0.7378,13744.89,10995.91,1374.49,9896.32,16493.87,21991.82,27489.78,1273,11457,190,1717,318,2863,95,858,31,286,52.4,52.4,3.33,30.01,17.5,157.54,15.91,143.22,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-23,Запад-МФ-69172,АЗС 172,1,39,9,3,autumn,0,0,,18.0,0,0.0,64.82,71.04,77.01,85.87,99.03,64.29,70.46,76.38,0,0,0,0,6863,7178,7767,1221,378,23407,0,0,0,0.6036,0.6483,11836.79,9469.43,1183.68,8522.49,14204.15,18938.87,23673.58,1179,10616,176,1592,294,2654,88,796,29,265,56.2,56.2,2.88,25.93,16.22,145.97,14.74,132.7,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-24,Запад-МФ-69172,АЗС 172,2,39,9,3,autumn,0,0,,12.3,0,0.5,64.84,71.06,77.03,85.89,99.05,65.54,71.83,77.87,0,0,0,0,7129,6225,8787,1004,170,23315,0,0,1,0.7266,0.6861,9787.29,7829.83,978.73,7046.85,14093.69,15659.66,19574.57,1225,11026,183,1653,306,2756,91,826,30,275,60.3,60.3,2.79,25.1,16.85,151.62,15.32,137.84,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-25,Запад-МФ-69172,АЗС 172,3,39,9,3,autumn,0,0,,10.5,0,0.7,64.85,71.07,77.04,85.9,99.07,65.13,71.38,77.38,0,0,0,0,6891,6777,9491,877,536,24572,0,0,0,0.8092,0.8188,11327.3,9061.84,1132.73,8155.66,13592.76,18123.69,22654.61,1163,10469,174,1570,290,2617,87,785,29,261,58.9,58.9,2.71,24.4,15.99,143.95,14.54,130.87,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-26,Запад-МФ-69172,АЗС 172,4,39,9,3,autumn,0,0,,13.1,0,0.0,64.86,71.09,77.06,85.92,99.09,64.32,70.5,76.42,0,0,0,0,5716,6128,8230,652,1371,22097,0,0,0,0.7383,0.7001,11203.26,8962.61,1120.33,8066.35,13443.92,17925.22,22406.53,1007,9066,150,1359,251,2266,75,679,25,226,63.9,63.9,2.16,19.48,13.85,124.66,12.59,113.33,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-27,Запад-МФ-69172,АЗС 172,5,39,9,3,autumn,1,0,,9.8,0,0.0,64.88,71.1,77.07,85.94,99.11,64.17,70.32,76.23,0,0,0,0,6485,6984,5290,625,823,20207,0,0,0,0.7066,0.8756,12128.14,9702.51,1212.81,8732.26,14553.77,19405.03,24256.29,1072,9653,112,1013,187,1689,56,506,18,168,67.0,67.0,2.02,18.16,13.54,121.87,12.6,113.43,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-28,Запад-МФ-69172,АЗС 172,6,39,9,3,autumn,1,0,,7.5,0,6.9,64.89,71.12,77.09,85.96,99.13,64.66,70.87,76.82,0,0,0,0,5367,6170,5970,678,999,19184,0,0,0,0.5135,0.7734,7867.52,6294.02,786.75,5664.61,9441.02,12588.03,15735.04,751,6765,78,709,131,1183,39,354,13,118,80.9,80.9,1.17,10.54,9.49,85.4,8.83,79.49,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-29,Запад-МФ-69172,АЗС 172,0,40,9,3,autumn,0,0,,13.8,0,1.9,64.9,71.13,77.11,85.98,99.15,64.77,70.98,76.95,0,0,0,0,6743,6046,9437,742,1778,24746,0,0,0,0.6544,0.8702,11224.79,8979.84,1122.48,8081.85,13469.75,17959.67,22449.59,1334,12007,199,1800,333,3001,99,900,33,300,55.5,55.5,3.3,29.69,18.34,165.1,16.68,150.09,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-30,Запад-МФ-69172,АЗС 172,1,40,9,3,autumn,0,0,,14.0,0,0.0,64.92,71.15,77.12,85.99,99.17,64.42,70.6,76.53,0,0,0,0,6668,6608,8175,986,931,23368,0,0,0,0.7192,0.8733,7588.39,6070.71,758.84,5463.64,9106.07,12141.43,15176.78,987,8883,147,1332,246,2220,73,666,24,222,63.3,63.3,2.14,19.27,13.57,122.15,12.34,111.04,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-01,Запад-МФ-69172,АЗС 172,2,40,10,4,autumn,0,0,,10.3,0,0.0,65.14,70.16,76.8,86.11,100.88,64.42,69.38,75.95,0,0,0,0,6649,6346,7455,699,1316,22465,0,0,0,0.6706,0.6141,11963.44,9570.75,1196.34,8613.68,14356.13,19141.51,23926.89,1317,11853,197,1777,329,2962,98,888,32,296,61.4,61.4,2.95,26.5,18.11,162.98,16.46,148.17,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
